Date,Value,Value_Classification,BTC_Closing,BTC_Volume
2022-03-21,30.0,Fear,41077.99609375,24615543271
2022-03-22,26.0,Fear,42358.80859375,32004652376
2022-03-23,31.0,Fear,42892.95703125,25242943069
2022-03-24,40.0,Fear,43960.93359375,31042992291
2022-03-25,47.0,Neutral,44348.73046875,30574413034
2022-03-26,51.0,Neutral,44500.828125,16950455995
2022-03-27,49.0,Neutral,46820.4921875,28160889722
2022-03-28,60.0,Greed,47128.00390625,36362175703
2022-03-29,56.0,Greed,47465.73046875,31397059069
2022-03-30,55.0,Greed,47062.6640625,29333883962
2022-03-31,52.0,Neutral,45538.67578125,33327427106
2022-04-01,50.0,Neutral,46281.64453125,38162644287
2022-04-02,52.0,Neutral,45868.94921875,29336594194
2022-04-03,48.0,Neutral,46453.56640625,25414397610
2022-04-04,52.0,Neutral,46622.67578125,32499785455
2022-04-05,53.0,Neutral,45555.9921875,29640604055
2022-04-06,48.0,Neutral,43206.73828125,39393395788
2022-04-07,34.0,Fear,43503.84765625,26101973106
2022-04-08,37.0,Fear,42287.6640625,27215995394
2022-04-09,30.0,Fear,42782.13671875,16050772496
2022-04-10,34.0,Fear,42207.671875,17654475582
2022-04-11,32.0,Fear,39521.90234375,33949912166
2022-04-12,20.0,Extreme Fear,40127.18359375,30991500854
2022-04-13,25.0,Extreme Fear,41166.73046875,27691105228
2022-04-14,28.0,Fear,39935.515625,24342001973
2022-04-15,22.0,Extreme Fear,40553.46484375,21756855753
2022-04-16,28.0,Fear,40424.484375,16833150693
2022-04-17,28.0,Fear,39716.953125,19087633042
2022-04-18,24.0,Extreme Fear,40826.21484375,33705182072
2022-04-19,27.0,Fear,41502.75,25303206547
2022-04-20,27.0,Fear,41374.37890625,27819532341
2022-04-21,27.0,Fear,40527.36328125,35372786395
2022-04-22,26.0,Fear,39740.3203125,28011716745
2022-04-23,24.0,Extreme Fear,39486.73046875,16138021249
2022-04-24,24.0,Extreme Fear,39469.29296875,17964398167
2022-04-25,23.0,Extreme Fear,40458.30859375,35445730570
2022-04-26,27.0,Fear,38117.4609375,34569088416
2022-04-27,21.0,Extreme Fear,39241.12109375,30981015184
2022-04-28,24.0,Extreme Fear,39773.828125,33903704907
2022-04-29,23.0,Extreme Fear,38609.82421875,30882994649
2022-04-30,20.0,Extreme Fear,37714.875,23895713731
2022-05-01,22.0,Extreme Fear,38469.09375,27002760110
2022-05-02,28.0,Fear,38529.328125,32922642426
2022-05-03,27.0,Fear,37750.453125,27326943244
2022-05-04,21.0,Extreme Fear,39698.37109375,36754404490
2022-05-05,27.0,Fear,36575.140625,43106256317
2022-05-06,22.0,Extreme Fear,36040.921875,37795577489
2022-05-07,23.0,Extreme Fear,35501.953125,24375896406
2022-05-08,18.0,Extreme Fear,34059.265625,36763041910
2022-05-09,11.0,Extreme Fear,30296.953125,63355494961
2022-05-10,10.0,Extreme Fear,31022.90625,59811038817
2022-05-11,12.0,Extreme Fear,28936.35546875,70388855818
2022-05-12,12.0,Extreme Fear,29047.751953125,66989173272
2022-05-13,10.0,Extreme Fear,29283.103515625,42841124537
2022-05-14,9.0,Extreme Fear,30101.265625,28579868620
2022-05-15,10.0,Extreme Fear,31305.11328125,25835372065
2022-05-16,14.0,Extreme Fear,29862.91796875,32613897286
2022-05-17,8.0,Extreme Fear,30425.857421875,29101473475
2022-05-18,12.0,Extreme Fear,28720.271484375,31285268319
2022-05-19,13.0,Extreme Fear,30314.333984375,33773447707
2022-05-20,13.0,Extreme Fear,29200.740234375,30749382605
2022-05-21,13.0,Extreme Fear,29432.2265625,17274840442
2022-05-22,14.0,Extreme Fear,30323.72265625,21631532270
2022-05-23,10.0,Extreme Fear,29098.91015625,31483454557
2022-05-24,12.0,Extreme Fear,29655.5859375,26616506245
2022-05-25,11.0,Extreme Fear,29562.361328125,27525063551
2022-05-26,12.0,Extreme Fear,29267.224609375,36774325352
2022-05-27,12.0,Extreme Fear,28627.57421875,36582005748
2022-05-28,13.0,Extreme Fear,28814.900390625,35519577634
2022-05-29,14.0,Extreme Fear,29445.95703125,18093886409
2022-05-30,10.0,Extreme Fear,31726.390625,39277993274
2022-05-31,16.0,Extreme Fear,31792.310546875,33538210634
2022-06-01,17.0,Extreme Fear,29799.080078125,41135817341
2022-06-02,13.0,Extreme Fear,30467.48828125,29083562061
2022-06-03,10.0,Extreme Fear,29704.390625,26175547452
2022-06-04,14.0,Extreme Fear,29832.9140625,16588370958
2022-06-05,10.0,Extreme Fear,29906.662109375,17264085441
2022-06-06,13.0,Extreme Fear,31370.671875,31947336829
2022-06-07,15.0,Extreme Fear,31155.478515625,40770974039
2022-06-08,17.0,Extreme Fear,30214.35546875,30242059107
2022-06-09,11.0,Extreme Fear,30111.998046875,21692004719
2022-06-10,13.0,Extreme Fear,29083.8046875,29867476527
2022-06-11,12.0,Extreme Fear,28360.810546875,27246574439
2022-06-12,14.0,Extreme Fear,26762.6484375,34163220274
2022-06-13,11.0,Extreme Fear,22487.388671875,68204556440
2022-06-14,8.0,Extreme Fear,22206.79296875,50913575242
2022-06-15,7.0,Extreme Fear,22572.83984375,54912007015
2022-06-16,7.0,Extreme Fear,20381.650390625,31183975654
2022-06-17,9.0,Extreme Fear,20471.482421875,27132421514
2022-06-18,6.0,Extreme Fear,19017.642578125,42009436760
2022-06-19,6.0,Extreme Fear,20553.271484375,35329942625
2022-06-20,9.0,Extreme Fear,20599.537109375,30818458597
2022-06-21,9.0,Extreme Fear,20710.59765625,28970212744
2022-06-22,11.0,Extreme Fear,19987.029296875,28574793478
2022-06-23,11.0,Extreme Fear,21085.876953125,26188097173
2022-06-24,11.0,Extreme Fear,21231.65625,24957784918
2022-06-25,14.0,Extreme Fear,21502.337890625,18372538715
2022-06-26,14.0,Extreme Fear,21027.294921875,18027170497
2022-06-27,12.0,Extreme Fear,20735.478515625,20965695707
2022-06-28,10.0,Extreme Fear,20280.634765625,21381535161
2022-06-29,13.0,Extreme Fear,20104.0234375,23552740328
2022-06-30,11.0,Extreme Fear,19784.7265625,26267239923
2022-07-01,11.0,Extreme Fear,19269.3671875,30767551159
2022-07-02,14.0,Extreme Fear,19242.255859375,18100418740
2022-07-03,11.0,Extreme Fear,19297.076171875,16390821947
2022-07-04,14.0,Extreme Fear,20231.26171875,21594638208
2022-07-05,19.0,Extreme Fear,20190.115234375,26715546990
2022-07-06,18.0,Extreme Fear,20548.24609375,24598943708
2022-07-07,18.0,Extreme Fear,21637.587890625,25814972520
2022-07-08,20.0,Extreme Fear,21731.1171875,49899834488
2022-07-09,24.0,Extreme Fear,21592.20703125,29641127858
2022-07-10,24.0,Extreme Fear,20860.44921875,28688807249
2022-07-11,22.0,Extreme Fear,19970.556640625,24150249025
2022-07-12,16.0,Extreme Fear,19323.9140625,25810220018
2022-07-13,15.0,Extreme Fear,20212.07421875,33042430345
2022-07-14,18.0,Extreme Fear,20569.919921875,31158743333
2022-07-15,15.0,Extreme Fear,20836.328125,25905575359
2022-07-16,21.0,Extreme Fear,21190.31640625,24302954056
2022-07-17,24.0,Extreme Fear,20779.34375,22927802083
2022-07-18,20.0,Extreme Fear,22485.689453125,39974475562
2022-07-19,30.0,Fear,23389.43359375,48765202697
2022-07-20,31.0,Fear,23231.732421875,42932549127
2022-07-21,34.0,Fear,23164.62890625,33631012204
2022-07-22,33.0,Fear,22714.978515625,31421555646
2022-07-23,31.0,Fear,22465.478515625,24021799169
2022-07-24,30.0,Fear,22609.1640625,23565495303
2022-07-25,30.0,Fear,21361.701171875,35574561406
2022-07-26,26.0,Fear,21239.75390625,28624673855
2022-07-27,28.0,Fear,22930.548828125,31758955233
2022-07-28,32.0,Fear,23843.88671875,40212386158
2022-07-29,39.0,Fear,23804.6328125,35887249746
2022-07-30,42.0,Fear,23656.20703125,28148218301
2022-07-31,39.0,Fear,23336.896484375,23553591896
2022-08-01,33.0,Fear,23314.19921875,25849159141
2022-08-02,31.0,Fear,22978.1171875,28389250717
2022-08-03,34.0,Fear,22846.5078125,26288169966
2022-08-04,30.0,Fear,22630.95703125,25120229769
2022-08-05,31.0,Fear,23289.314453125,28881249043
2022-08-06,31.0,Fear,22961.279296875,15978259885
2022-08-07,30.0,Fear,23175.890625,15886817043
2022-08-08,30.0,Fear,23809.486328125,28575544847
2022-08-09,42.0,Fear,23164.318359375,23555719219
2022-08-10,31.0,Fear,23947.642578125,32837431722
2022-08-11,41.0,Fear,23957.529296875,37127036580
2022-08-12,42.0,Fear,24402.818359375,27265804688
2022-08-13,46.0,Fear,24424.068359375,22987346289
2022-08-14,47.0,Neutral,24319.333984375,22994133555
2022-08-15,45.0,Fear,24136.97265625,35123501685
2022-08-16,44.0,Fear,23883.291015625,27753685646
2022-08-17,41.0,Fear,23335.998046875,30931623076
2022-08-18,30.0,Fear,23212.73828125,23747613147
2022-08-19,33.0,Fear,20877.552734375,40509610260
2022-08-20,29.0,Fear,21166.060546875,27595671000
2022-08-21,27.0,Fear,21534.12109375,23102307723
2022-08-22,29.0,Fear,21398.908203125,31666498758
2022-08-23,28.0,Fear,21528.087890625,31878280659
2022-08-24,25.0,Extreme Fear,21395.01953125,31962253368
2022-08-25,25.0,Extreme Fear,21600.904296875,31028679593
2022-08-26,27.0,Fear,20260.01953125,42326789564
2022-08-27,28.0,Fear,20041.73828125,30116729776
2022-08-28,28.0,Fear,19616.814453125,24366810591
2022-08-29,24.0,Extreme Fear,20297.994140625,32637854078
2022-08-30,27.0,Fear,19796.80859375,34483360283
2022-08-31,23.0,Extreme Fear,20049.763671875,33225232872
2022-09-01,20.0,Extreme Fear,20127.140625,30182031010
2022-09-02,25.0,Extreme Fear,19969.771484375,29123998928
2022-09-03,21.0,Extreme Fear,19832.087890625,23613051457
2022-09-04,20.0,Extreme Fear,19986.712890625,25245861652
2022-09-05,23.0,Extreme Fear,19812.37109375,28813460025
2022-09-06,22.0,Extreme Fear,18837.66796875,43403978910
2022-09-07,24.0,Extreme Fear,19290.32421875,35239757134
2022-09-08,20.0,Extreme Fear,19329.833984375,32194477850
2022-09-09,22.0,Extreme Fear,21381.15234375,48469528171
2022-09-10,28.0,Fear,21680.5390625,36913738894
2022-09-11,26.0,Fear,21769.255859375,34493951963
2022-09-12,25.0,Extreme Fear,22370.44921875,50212088965
2022-09-13,34.0,Fear,20296.70703125,51091116622
2022-09-14,27.0,Fear,20241.08984375,37872380889
2022-09-15,28.0,Fear,19701.2109375,36389011503
2022-09-16,20.0,Extreme Fear,19772.583984375,30123362273
2022-09-17,22.0,Extreme Fear,20127.576171875,24957448100
2022-09-18,27.0,Fear,19419.505859375,31254779144
2022-09-19,21.0,Extreme Fear,19544.12890625,40177002624
2022-09-20,23.0,Extreme Fear,18890.7890625,36791346508
2022-09-21,23.0,Extreme Fear,18547.400390625,46363793975
2022-09-22,22.0,Extreme Fear,19413.55078125,41135767926
2022-09-23,20.0,Extreme Fear,19297.638671875,38896078052
2022-09-24,24.0,Extreme Fear,18937.01171875,26149643168
2022-09-25,24.0,Extreme Fear,18802.09765625,23359966112
2022-09-26,21.0,Extreme Fear,19222.671875,44148798321
2022-09-27,20.0,Extreme Fear,19110.546875,58571439619
2022-09-28,20.0,Extreme Fear,19426.720703125,53071298734
2022-09-29,22.0,Extreme Fear,19573.05078125,41037843771
2022-09-30,21.0,Extreme Fear,19431.7890625,43975248085
2022-10-01,20.0,Extreme Fear,19312.095703125,18719537670
2022-10-02,24.0,Extreme Fear,19044.107421875,20765955327
2022-10-03,24.0,Extreme Fear,19623.580078125,30484729489
2022-10-04,20.0,Extreme Fear,20336.84375,35887278685
2022-10-05,25.0,Extreme Fear,20160.716796875,33223790572
2022-10-06,26.0,Fear,19955.443359375,34711412966
2022-10-07,23.0,Extreme Fear,19546.849609375,29227315390
2022-10-08,24.0,Extreme Fear,19416.568359375,16437423167
2022-10-09,22.0,Extreme Fear,19446.42578125,16837262532
2022-10-10,22.0,Extreme Fear,19141.484375,27425022774
2022-10-11,24.0,Extreme Fear,19051.41796875,28711532910
2022-10-12,20.0,Extreme Fear,19157.4453125,24950173846
2022-10-13,20.0,Extreme Fear,19382.904296875,44219840004
2022-10-14,24.0,Extreme Fear,19185.65625,38452356727
2022-10-15,24.0,Extreme Fear,19067.634765625,16192235532
2022-10-16,24.0,Extreme Fear,19268.09375,17988916650
2022-10-17,20.0,Extreme Fear,19550.7578125,27472552998
2022-10-18,22.0,Extreme Fear,19334.416015625,30580012344
2022-10-19,23.0,Extreme Fear,19139.53515625,22425387184
2022-10-20,23.0,Extreme Fear,19053.740234375,24493974420
2022-10-21,23.0,Extreme Fear,19172.46875,32459287866
2022-10-22,20.0,Extreme Fear,19208.189453125,16104440957
2022-10-23,23.0,Extreme Fear,19567.0078125,22128794335
2022-10-24,22.0,Extreme Fear,19345.572265625,30202235805
2022-10-25,20.0,Extreme Fear,20095.857421875,47761524910
2022-10-26,33.0,Fear,20770.44140625,58895950537
2022-10-27,32.0,Fear,20285.8359375,49625110402
2022-10-28,30.0,Fear,20595.3515625,43994715910
2022-10-29,34.0,Fear,20818.4765625,40369840645
2022-10-30,34.0,Fear,20635.603515625,31486345556
2022-10-31,31.0,Fear,20495.7734375,45668466815
2022-11-01,30.0,Fear,20485.2734375,39819303159
2022-11-02,30.0,Fear,20159.50390625,55552169483
2022-11-03,30.0,Fear,20209.98828125,43228750179
2022-11-04,30.0,Fear,21147.23046875,64072727950
2022-11-05,38.0,Fear,21282.69140625,37846047609
2022-11-06,40.0,Fear,20926.486328125,35082693210
2022-11-07,33.0,Fear,20602.81640625,53510852236
2022-11-08,31.0,Fear,18541.271484375,118992465607
2022-11-09,29.0,Fear,15880.7802734375,102905151606
2022-11-10,22.0,Extreme Fear,17586.771484375,83202283721
2022-11-11,25.0,Extreme Fear,17034.29296875,55871616488
2022-11-12,21.0,Extreme Fear,16799.185546875,29717699419
2022-11-13,22.0,Extreme Fear,16353.365234375,27209183682
2022-11-14,24.0,Extreme Fear,16618.19921875,49630243054
2022-11-15,22.0,Extreme Fear,16884.61328125,36599436183
2022-11-16,23.0,Extreme Fear,16669.439453125,33925512989
2022-11-17,20.0,Extreme Fear,16687.517578125,27868914022
2022-11-18,23.0,Extreme Fear,16697.77734375,26862218609
2022-11-19,23.0,Extreme Fear,16711.546875,16106223492
2022-11-20,24.0,Extreme Fear,16291.83203125,21313378652
2022-11-21,21.0,Extreme Fear,15787.2841796875,37429485518
2022-11-22,22.0,Extreme Fear,16189.76953125,30726828760
2022-11-23,22.0,Extreme Fear,16610.70703125,32958875628
2022-11-24,20.0,Extreme Fear,16604.46484375,26129037414
2022-11-25,20.0,Extreme Fear,16521.841796875,18678255976
2022-11-26,22.0,Extreme Fear,16464.28125,18000008764
2022-11-27,26.0,Fear,16444.626953125,20443898509
2022-11-28,28.0,Fear,16217.322265625,27743025156
2022-11-29,26.0,Fear,16444.982421875,23581685468
2022-11-30,29.0,Fear,17168.56640625,29523576583
2022-12-01,27.0,Fear,16967.1328125,22895392882
2022-12-02,27.0,Fear,17088.66015625,19539705127
2022-12-03,27.0,Fear,16908.236328125,16217776704
2022-12-04,26.0,Fear,17130.486328125,16824520830
2022-12-05,26.0,Fear,16974.826171875,22209086834
2022-12-06,25.0,Extreme Fear,17089.50390625,19889922369
2022-12-07,29.0,Fear,16848.126953125,19675404389
2022-12-08,25.0,Extreme Fear,17233.474609375,20496603770
2022-12-09,26.0,Fear,17133.15234375,20328426366
2022-12-10,27.0,Fear,17128.724609375,12706781969
2022-12-11,26.0,Fear,17104.193359375,14122486832
2022-12-12,27.0,Fear,17206.4375,19617581341
2022-12-13,27.0,Fear,17781.318359375,26634741631
2022-12-14,30.0,Fear,17815.650390625,25534481470
2022-12-15,31.0,Fear,17364.865234375,20964448341
2022-12-16,29.0,Fear,16647.484375,24031608960
2022-12-17,28.0,Fear,16795.091796875,14463581825
2022-12-18,26.0,Fear,16757.9765625,10924354698
2022-12-19,29.0,Fear,16439.6796875,17221074814
2022-12-20,29.0,Fear,16906.3046875,22722096615
2022-12-21,26.0,Fear,16817.53515625,14882945045
2022-12-22,28.0,Fear,16830.341796875,16441573050
2022-12-23,27.0,Fear,16796.953125,15329265213
2022-12-24,29.0,Fear,16847.755859375,9744636213
2022-12-25,29.0,Fear,16841.986328125,11656379938
2022-12-26,28.0,Fear,16919.8046875,11886957804
2022-12-27,27.0,Fear,16717.173828125,15748580239
2022-12-28,28.0,Fear,16552.572265625,17005713920
2022-12-29,28.0,Fear,16642.341796875,14472237479
2022-12-30,28.0,Fear,16602.5859375,15929162910
2022-12-31,25.0,Extreme Fear,16547.49609375,11239186456
2023-01-01,26.0,Fear,16625.080078125,9244361700
2023-01-02,27.0,Fear,16688.470703125,12097775227
2023-01-03,26.0,Fear,16679.857421875,13903079207
2023-01-04,29.0,Fear,16863.23828125,18421743322
2023-01-05,29.0,Fear,16836.736328125,13692758566
2023-01-06,26.0,Fear,16951.96875,14413662913
2023-01-07,25.0,Extreme Fear,16955.078125,7714767174
2023-01-08,25.0,Extreme Fear,17091.14453125,9768827914
2023-01-09,25.0,Extreme Fear,17196.5546875,18624736866
2023-01-10,26.0,Fear,17446.29296875,15808338949
2023-01-11,26.0,Fear,17934.896484375,18372283782
2023-01-12,30.0,Fear,18869.587890625,34971338710
2023-01-13,31.0,Fear,19909.57421875,29225029694
2023-01-14,46.0,Fear,20976.298828125,38967784639
2023-01-15,52.0,Neutral,20880.798828125,19298407543
2023-01-16,45.0,Fear,21169.6328125,26792494050
2023-01-17,51.0,Neutral,21161.51953125,24999983362
2023-01-18,52.0,Neutral,20688.78125,30005625418
2023-01-19,45.0,Fear,21086.79296875,21152848261
2023-01-20,51.0,Neutral,22676.552734375,28799154319
2023-01-21,53.0,Neutral,22777.625,32442278429
2023-01-22,53.0,Neutral,22720.416015625,24746386230
2023-01-23,50.0,Neutral,22934.431640625,26518700512
2023-01-24,52.0,Neutral,22636.46875,26405069715
2023-01-25,51.0,Neutral,23117.859375,30685366709
2023-01-26,54.0,Neutral,23032.77734375,26357839322
2023-01-27,55.0,Greed,23078.728515625,25383335641
2023-01-28,52.0,Neutral,23031.08984375,14712928379
2023-01-29,55.0,Greed,23774.56640625,27423687259
2023-01-30,61.0,Greed,22840.138671875,27205595568
2023-01-31,51.0,Neutral,23139.283203125,22837828665
2023-02-01,56.0,Greed,23723.76953125,26683255504
2023-02-02,60.0,Greed,23471.87109375,32066936882
2023-02-03,60.0,Greed,23449.322265625,27083066007
2023-02-04,58.0,Greed,23331.84765625,15639298538
2023-02-05,58.0,Greed,22955.666015625,19564262605
2023-02-06,56.0,Greed,22760.109375,23825006542
2023-02-07,54.0,Neutral,23264.291015625,27187964471
2023-02-08,58.0,Greed,22939.3984375,25371367758
2023-02-09,55.0,Greed,21819.0390625,32572572185
2023-02-10,48.0,Neutral,21651.18359375,27078406594
2023-02-11,49.0,Neutral,21870.875,16356226232
2023-02-12,50.0,Neutral,21788.203125,17821046406
2023-02-13,48.0,Neutral,21808.1015625,23918742607
2023-02-14,50.0,Neutral,22220.8046875,26792596581
2023-02-15,53.0,Neutral,24307.841796875,32483312909
2023-02-16,62.0,Greed,23623.474609375,39316664596
2023-02-17,61.0,Greed,24565.6015625,41358451255
2023-02-18,60.0,Greed,24641.27734375,19625427158
2023-02-19,60.0,Greed,24327.642578125,25555105670
2023-02-20,58.0,Greed,24829.1484375,28987376573
2023-02-21,60.0,Greed,24436.353515625,31252098714
2023-02-22,59.0,Greed,24188.84375,30199996781
2023-02-23,56.0,Greed,23947.4921875,30476264066
2023-02-24,53.0,Neutral,23198.126953125,26811744928
2023-02-25,52.0,Neutral,23175.375,16100721565
2023-02-26,51.0,Neutral,23561.212890625,16644534842
2023-02-27,50.0,Neutral,23522.87109375,22660763494
2023-02-28,53.0,Neutral,23147.353515625,20535363434
2023-03-01,50.0,Neutral,23646.55078125,24662841200
2023-03-02,51.0,Neutral,23475.466796875,20386398516
2023-03-03,50.0,Neutral,22362.6796875,26062404610
2023-03-04,50.0,Neutral,22353.349609375,11166012913
2023-03-05,47.0,Neutral,22435.513671875,13317001733
2023-03-06,48.0,Neutral,22429.7578125,17353192895
2023-03-07,49.0,Neutral,22219.76953125,22765452204
2023-03-08,50.0,Neutral,21718.080078125,22536575684
2023-03-09,44.0,Fear,20363.021484375,30364664171
2023-03-10,34.0,Fear,20187.244140625,39578257695
2023-03-11,33.0,Fear,20632.41015625,30180288176
2023-03-12,33.0,Fear,22163.94921875,29279035521
2023-03-13,49.0,Neutral,24197.533203125,49466362688
2023-03-14,56.0,Greed,24746.07421875,54622230164
2023-03-15,50.0,Neutral,24375.9609375,43655701450
2023-03-16,52.0,Neutral,25052.7890625,33866061747
2023-03-17,51.0,Neutral,27423.9296875,50730261335
2023-03-18,64.0,Greed,26965.87890625,35723036817
2023-03-19,63.0,Greed,28038.67578125,37769448859
2023-03-20,66.0,Greed,27767.236328125,44774027664
2023-03-21,68.0,Greed,28175.81640625,36102192830
2023-03-22,62.0,Greed,27307.4375,33382021890
2023-03-23,57.0,Greed,28333.97265625,24220433689
2023-03-24,61.0,Greed,27493.28515625,25980310960
2023-03-25,64.0,Greed,27494.70703125,13383005987
2023-03-26,64.0,Greed,27994.330078125,13878363192
2023-03-27,64.0,Greed,27139.888671875,18188895178
2023-03-28,59.0,Greed,27268.130859375,17783600385
2023-03-29,57.0,Greed,28348.44140625,20684945906
2023-03-30,60.0,Greed,28033.5625,22435349951
2023-03-31,63.0,Greed,28478.484375,19001327598
